學年,學期,系所,班級,開課班級,選課編號,科目代碼,科目名稱,組別,學期_課程,修選別,學分數,時數,人數,授課教師,星期,節次,週別,教室,備註
114,1,社會工作學系,工四Ａ,工四Ａ,1466.0,BSW46501,社會工作倫理,,單,必,3.0,3.0,72.0,李婉萍,二,34E,,D0407,
114,1,社會工作學系,工四Ａ,工四Ａ,1467.0,BSW47001,社會工作實習（二）ＰＬＵＳ,,單,選,1.0,1.0,,梁慧雯,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1359.0,BSO48801,行政法,,全,選,3.0,3.0,60.0,李鎨澂,三,34E,,D0407,
114,1,社會工作學系,工四Ｂ,工四Ｂ,,BSP99016,系會時間,社工系,全,必,0.0,2.0,,,二,56,,141,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1445.0,BSW40101,社會工作實習（二）,Ａ組,單,必,3.0,3.0,,李婉萍,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1446.0,BSW40102,社會工作實習（二）,Ｂ組,單,必,3.0,3.0,,林君諭,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1447.0,BSW40103,社會工作實習（二）,Ｃ組,單,必,3.0,3.0,,林佩瑾,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1448.0,BSW40104,社會工作實習（二）,Ｄ組,單,必,3.0,3.0,,梁慧雯,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1449.0,BSW40105,社會工作實習（二）,Ｅ組,單,必,3.0,3.0,,萬心蕊,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1450.0,BSW40106,社會工作實習（二）,Ｆ組,單,必,3.0,3.0,,李孟蓉,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1451.0,BSW40107,社會工作實習（二）,Ｇ組,單,必,3.0,3.0,,張雄盛,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1452.0,BSW40108,社會工作實習（二）,Ｈ組,單,必,3.0,3.0,,廖美蓮,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1453.0,BSW40109,社會工作實習（二）,Ｉ組,單,必,3.0,3.0,,馬宗潔,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1454.0,BSW40110,社會工作實習（二）,Ｊ組,單,必,3.0,3.0,,莊秀美,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1455.0,BSW40111,社會工作實習（二）,Ｋ組,單,必,3.0,3.0,,謝文中,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1456.0,BSW40112,社會工作實習（二）,Ｌ組,單,必,3.0,3.0,,鍾道詮,,,,,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1457.0,BSW40701,社會取向的婚姻與家族治療,,單,選,3.0,3.0,,萬心蕊,三,789,,D0407,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1458.0,BSW40901,焦點解決短期治療,,單,選,3.0,3.0,60.0,陳意文  許凱翔,四,789,,D0415,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1462.0,BSW44901,非營利組織管理,遠距教學,單,選,3.0,3.0,,趙碧華,三,34,,D0202,遠距教學
114,1,社會工作學系,工四Ｂ,工四Ｂ,1462.0,BSW44901,非營利組織管理,遠距教學,單,選,3.0,3.0,,趙碧華,五,56,雙,141,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1465.0,BSW46301,青年發展、行動與社會課題,,單,選,2.0,2.0,60.0,李孟蓉,四,56,,D0409,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1471.0,BSW46502,社會工作倫理,,單,必,3.0,3.0,70.0,王美恩,四,34E,,D0201,
114,1,社會工作學系,工四Ｂ,工四Ｂ,1467.0,BSW47001,社會工作實習（二）ＰＬＵＳ,,單,選,1.0,1.0,,梁慧雯,,,,,
114,1,音樂學系,音樂主修,音樂主修,122.0,BMU13301,管樂合奏（一）,,單,必,1.0,2.0,,侯宇彪,三,78,,D0219,
114,1,音樂學系,音樂主修,音樂主修,126.0,BMU23701,管樂合奏（三）,,單,必,1.0,2.0,,侯宇彪,,,,,
114,1,音樂學系,音樂主修,音樂主修,128.0,BMU24201,管樂合奏（四）,,單,必,1.0,2.0,,侯宇彪,,,,,
114,1,音樂學系,音樂主修,音樂主修,130.0,BMU28101,合唱（一）,,單,必,2.0,4.0,,林舉嫻,一,56,,D0130,
114,1,音樂學系,音樂主修,音樂主修,130.0,BMU28101,合唱（一）,,單,必,2.0,4.0,,林舉嫻,三,56,,D0130,
114,1,音樂學系,音樂主修,音樂主修,134.0,BMU28301,合唱（三）,,單,必,2.0,4.0,,林舉嫻,,,,,
114,1,音樂學系,音樂主修,音樂主修,136.0,BMU28401,合唱（四）,,單,必,2.0,4.0,,林舉嫻,,,,,
114,1,音樂學系,音樂主修,音樂主修,138.0,BMU28501,合唱（五）,,單,必,2.0,4.0,,林舉嫻,,,,,
114,1,音樂學系,音樂主修,音樂主修,140.0,BMU28601,合唱（六）,,單,必,2.0,4.0,,林舉嫻,,,,,
114,1,音樂學系,音樂主修,音樂主修,142.0,BMU35501,管樂合奏（五）,,單,必,1.0,2.0,,侯宇彪,,,,,
114,1,音樂學系,音樂主修,音樂主修,144.0,BMU36501,管樂合奏（六）,,單,必,1.0,2.0,,侯宇彪,,,,,
114,1,音樂學系,音樂主修,音樂主修,146.0,BMU38A01,鋼琴（一）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,150.0,BMU38C01,鋼琴（三）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,154.0,BMU38E01,鋼琴（五）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,158.0,BMU38G01,鋼琴（七）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,162.0,BMU39A01,聲樂（一）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,166.0,BMU39C01,聲樂（三）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,170.0,BMU39E01,聲樂（五）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,172.0,BMU39F01,聲樂（六）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,174.0,BMU39G01,聲樂（七）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,176.0,BMU39H01,聲樂（八）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,178.0,BMU45301,管樂合奏（七）,,單,必,1.0,2.0,,侯宇彪,,,,,
114,1,音樂學系,音樂主修,音樂主修,182.0,BMU51A01,管樂（一）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,186.0,BMU51C01,管樂（三）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,190.0,BMU51E01,管樂（五）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,192.0,BMU51F01,管樂（六）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,194.0,BMU51G01,管樂（七）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,198.0,BMU52A01,弦樂（一）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,202.0,BMU52C01,弦樂（三）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,206.0,BMU52E01,弦樂（五）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,210.0,BMU52G01,弦樂（七）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,212.0,BMU52H01,弦樂（八）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,214.0,BMU54A01,作曲（一）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,222.0,BMU54E01,作曲（五）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,224.0,BMU54F01,作曲（六）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,226.0,BMU54G01,作曲（七）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,230.0,BMU80901,音樂基礎訓練（一）,Ａ組,單,必,1.0,2.0,30.0,林秋芳,二,12,,D0107,
114,1,音樂學系,音樂主修,音樂主修,232.0,BMU80903,音樂基礎訓練（一）,Ｂ組,單,必,1.0,2.0,34.0,林秋芳,四,12,,D0107,
114,1,音樂學系,音樂主修,音樂主修,234.0,BMU81001,音樂基礎訓練（二）,Ａ組,單,必,1.0,2.0,30.0,林秋芳,,,,,
114,1,音樂學系,音樂主修,音樂主修,236.0,BMU81003,音樂基礎訓練（二）,Ｂ組,單,必,1.0,2.0,30.0,林秋芳,,,,,
114,1,音樂學系,音樂主修,音樂主修,238.0,BMU81101,音樂基礎訓練（三）,Ａ組,單,必,1.0,2.0,30.0,林秋芳,二,34,,D0107,
114,1,音樂學系,音樂主修,音樂主修,240.0,BMU81103,音樂基礎訓練（三）,Ｂ組,單,必,1.0,2.0,33.0,林秋芳,四,34,,D0107,
114,1,音樂學系,音樂主修,音樂主修,242.0,BMU81201,音樂基礎訓練（四）,Ａ組,單,必,1.0,2.0,30.0,林秋芳,,,,,
114,1,音樂學系,音樂主修,音樂主修,244.0,BMU81203,音樂基礎訓練（四）,Ｂ組,單,必,1.0,2.0,30.0,林秋芳,,,,,
114,1,音樂學系,音樂主修,音樂主修,246.0,BMU81301,管弦樂合奏（一）,,單,必,2.0,4.0,,江靖波,一,78,,D0219,
114,1,音樂學系,音樂主修,音樂主修,246.0,BMU81301,管弦樂合奏（一）,,單,必,2.0,4.0,,江靖波,五,56,,D0219,
114,1,音樂學系,音樂主修,音樂主修,248.0,BMU81401,管弦樂合奏（二）,,單,必,2.0,4.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,250.0,BMU83701,室內樂（一）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,252.0,BMU83801,室內樂（二）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,254.0,BMU83901,室內樂（三）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,256.0,BMU84001,室內樂（四）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,4409.0,BMU85501,弦樂合奏（一）,,單,必,1.0,2.0,,張  群,一,56,,D0219,
114,1,音樂學系,音樂主修,音樂主修,4411.0,BMU85601,弦樂合奏（二）,,單,必,1.0,2.0,,張  群,,,,,
114,1,音樂學系,音樂主修,音樂主修,4413.0,BMU85701,弦樂合奏（三）,,單,必,1.0,2.0,,張  群,,,,,
114,1,音樂學系,音樂主修,音樂主修,4415.0,BMU85801,弦樂合奏（四）,,單,必,1.0,2.0,,張  群,,,,,
114,1,音樂學系,音樂主修,音樂主修,4417.0,BMU85901,弦樂合奏（五）,,單,必,1.0,2.0,,張  群,,,,,
114,1,音樂學系,音樂主修,音樂主修,258.0,BMU87A01,敲擊樂（一）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,262.0,BMU87C01,敲擊樂（三）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,266.0,BMU87E01,敲擊樂（五）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,268.0,BMU87F01,敲擊樂（六）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,270.0,BMU87G01,敲擊樂（七）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,272.0,BMU87H01,敲擊樂（八）,,單,必,1.0,1.0,,,,,,,
114,1,音樂學系,音樂主修,音樂主修,274.0,BMU88501,管弦樂合奏（三）,,單,必,2.0,4.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,276.0,BMU88601,管弦樂合奏（四）,,單,必,2.0,4.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,278.0,BMU88701,管弦樂合奏（五）,,單,必,2.0,4.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,280.0,BMU88801,管弦樂合奏（六）,,單,必,2.0,4.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,282.0,BMU88901,管弦樂合奏（七）,,單,必,2.0,4.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,284.0,BMU89001,管弦樂合奏（八）,,單,必,2.0,4.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,286.0,BMU89101,爵士樂合奏入門（一）,,單,必,1.0,2.0,,蔡子琪,二,9A,,D0130,
114,1,音樂學系,音樂主修,音樂主修,288.0,BMU89201,爵士樂合奏入門（二）,,單,必,1.0,2.0,,蔡子琪,,,,,
114,1,音樂學系,音樂主修,音樂主修,290.0,BMU89301,爵士樂合奏入門（三）,,單,必,1.0,2.0,,蔡子琪,,,,,
114,1,音樂學系,音樂主修,音樂主修,294.0,BMU89501,爵士樂合奏入門（五）,,單,必,1.0,2.0,,蔡子琪,,,,,
114,1,音樂學系,音樂主修,音樂主修,298.0,BMUB0101,現代音樂重奏（一）,,單,必,1.0,2.0,,江靖波,三,56,,D0219,
114,1,音樂學系,音樂主修,音樂主修,300.0,BMUB0201,現代音樂重奏（二）,,單,必,1.0,2.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,302.0,BMUB0301,現代音樂重奏（三）,,單,必,1.0,2.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,304.0,BMUB0401,現代音樂重奏（四）,,單,必,1.0,2.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,306.0,BMUB0501,現代音樂重奏（五）,,單,必,1.0,2.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,308.0,BMUB0601,現代音樂重奏（六）,,單,必,1.0,2.0,,江靖波,,,,,
114,1,音樂學系,音樂主修,音樂主修,310.0,BMUB0701,現代音樂重奏（七）,,單,必,1.0,2.0,,江靖波,,,,,
114,1,音樂學系,音樂選修,音樂選修,318.0,BMU38101,鋼琴（一）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,320.0,BMU38201,鋼琴（二）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,322.0,BMU38301,鋼琴（三）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,324.0,BMU38401,鋼琴（四）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,326.0,BMU38501,鋼琴（五）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,328.0,BMU38601,鋼琴（六）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,330.0,BMU38701,鋼琴（七）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,334.0,BMU39101,聲樂（一）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,336.0,BMU39201,聲樂（二）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,338.0,BMU39301,聲樂（三）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,344.0,BMU39601,聲樂（六）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,350.0,BMU51101,管樂（一）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,356.0,BMU51401,管樂（四）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,366.0,BMU52101,弦樂（一）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,368.0,BMU52201,弦樂（二）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,370.0,BMU52301,弦樂（三）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,372.0,BMU52401,弦樂（四）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,378.0,BMU52701,弦樂（七）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,382.0,BMU54101,作曲（一）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,386.0,BMU54301,作曲（三）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,400.0,BMU56201,大鍵琴（二）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,402.0,BMU56301,大鍵琴（三）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,414.0,BMU57101,管風琴（一）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,422.0,BMU57501,管風琴（五）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,430.0,BMU59101,古典吉他（一）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,432.0,BMU59201,古典吉他（二）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,434.0,BMU59301,古典吉他（三）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,446.0,BMU84101,室內樂（五）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,450.0,BMU87101,敲擊樂（一）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,452.0,BMU87201,敲擊樂（二）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂選修,音樂選修,466.0,BMU89701,爵士樂合奏入門（七）,,單,選,1.0,2.0,,蔡子琪,,,,,
114,1,音樂學系,音樂選修,音樂選修,470.0,BMU94101,管弦樂指揮（一）,,單,選,1.0,1.0,,,,,,,
114,1,音樂學系,音樂一,音樂一,,BDC995B1,通識課程（一）,通識一Ｂ,全,必,2.0,2.0,,,五,12,,241,
114,1,音樂學系,音樂一,音樂一,1472.0,BMU12701,聲樂語練與咬字,,全,必,1.0,2.0,15.0,邱玉蘭,三,78,,D0215,
114,1,音樂學系,音樂一,音樂一,1473.0,BMU12901,音樂欣賞,,全,選,1.0,2.0,60.0,彭廣林,三,12,,D0202,
114,1,音樂學系,音樂一,音樂一,1475.0,BMU22801,西洋音樂史（一）,,全,必,2.0,2.0,70.0,江玉玲,二,56,,D0202,
114,1,音樂學系,音樂一,音樂一,1476.0,BMU33801,鍵盤和聲,,全,必,1.0,2.0,60.0,林道民,一,78,,D0108,
114,1,音樂學系,音樂一,音樂一,1477.0,BMU37401,總譜視奏,,全,必,1.0,2.0,60.0,林慧英,三,78,,D0108,
114,1,音樂學系,音樂一,音樂一,1478.0,BMU47901,歌劇概論,,全,必,1.0,2.0,60.0,邱玉蘭,五,78,,D0202,
114,1,音樂學系,音樂一,音樂一,1479.0,BMU49001,電腦與音樂,,全,選,2.0,2.0,63.0,陳哲聖,三,78,,D0107,
114,1,音樂學系,音樂一,音樂一,1480.0,BMUB4201,初階和聲學（一）,,單,必,2.0,2.0,60.0,林岑陵,二,78,,D0108,
114,1,音樂學系,音樂一,音樂一,1482.0,BMUB5201,西洋藝術文化史,,單,選,2.0,2.0,60.0,王文宜,一,56,,D0409,
114,1,音樂學系,音樂一,音樂一,568.0,BSP17113,國文,１３組音一,全,必,2.0,2.0,70.0,范玉廷,一,12,,D0318,
114,1,音樂學系,音樂一,音樂一,,BSP92531,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,音樂學系,音樂一,音樂一,,BSP99717,體育,,單,必,0.0,2.0,,,,,,,
114,1,音樂學系,音樂二,音樂二,,BDC99611,通識課程（二）,溪通識二,全,必,2.0,2.0,,,一,12,,251,
114,1,音樂學系,音樂二,音樂二,1483.0,BMU20701,十八世紀對位法,Ａ組,全,必,2.0,2.0,36.0,林岑陵,五,78,,D0108,
114,1,音樂學系,音樂二,音樂二,1484.0,BMU20702,十八世紀對位法,Ｂ組,全,必,2.0,2.0,35.0,蔡宜真,五,78,,D0107,
114,1,音樂學系,音樂二,音樂二,1485.0,BMU24901,擊樂導論,,單,必,2.0,2.0,20.0,楊璧慈,四,56,,D0225,
114,1,音樂學系,音樂二,音樂二,1487.0,BMU32801,西洋音樂史（二）,,全,必,2.0,2.0,71.0,江玉玲,二,78,,D0202,
114,1,音樂學系,音樂二,音樂二,1488.0,BMU33401,德文藝術歌曲,,全,必,1.0,2.0,20.0,彭文几,二,56,,D0107,
114,1,音樂學系,音樂二,音樂二,1489.0,BMU36901,音樂分析（一）,Ａ組,全,必,2.0,2.0,35.0,羅珮尹,三,12,,D0108,
114,1,音樂學系,音樂二,音樂二,1490.0,BMU36902,音樂分析（一）,Ｂ組,全,必,2.0,2.0,35.0,林岑陵,三,12,,D0107,
114,1,音樂學系,音樂二,音樂二,1491.0,BMU40701,弦樂作品研究,,全,必,2.0,2.0,60.0,張  群,二,12,,D0108,
114,1,音樂學系,音樂二,音樂二,1492.0,BMU43801,管樂作品研究,,全,必,2.0,2.0,60.0,曾素玲,二,56,,D0108,
114,1,音樂學系,音樂二,音樂二,1493.0,BMU43901,鋼琴作品研究,全英語授課,全,必,2.0,2.0,24.0,陳璟岳,五,56,,D0108,英語授課
114,1,音樂學系,音樂二,音樂二,1494.0,BMU44001,聲樂作品研究,,全,必,2.0,2.0,21.0,孫清吉,四,78,,D0129,
114,1,音樂學系,音樂二,音樂二,1495.0,BMUB4101,鋼琴合作,,全,必,1.0,2.0,20.0,夏善慧,四,78,,D0130,
114,1,音樂學系,音樂二,音樂二,1496.0,BMUB4401,進階和聲學（一）,Ａ組,單,必,2.0,2.0,47.0,林岑陵,五,34,,D0108,
114,1,音樂學系,音樂二,音樂二,1497.0,BMUB4402,進階和聲學（一）,Ｂ組,單,必,2.0,2.0,35.0,蔡宜真,五,34,,D0107,
114,1,音樂學系,音樂二,音樂二,,BSP92721,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,音樂學系,音樂二,音樂二,,BSP92771,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,音樂學系,音樂二,音樂二,,BSP99717,體育,,單,必,0.0,2.0,,,,,,,
114,1,音樂學系,音樂三,音樂三,,BDC99711,通識課程（三）,溪通識三,全,必,2.0,2.0,,,一,34,,241,
114,1,音樂學系,音樂三,音樂三,1502.0,BMU29901,錄音工程,,全,選,2.0,2.0,31.0,林佳興,二,78,,D0130,
114,1,音樂學系,音樂三,音樂三,1503.0,BMU32701,聲樂重唱,,全,必,1.0,2.0,15.0,羅俊穎,五,34,,D0216,
114,1,音樂學系,音樂三,音樂三,1504.0,BMU33501,表演,,全,選,1.0,2.0,60.0,蘇  毅,四,56,,D0130,
114,1,音樂學系,音樂三,音樂三,1505.0,BMU34001,法文藝術歌曲,,全,必,1.0,2.0,20.0,黃莉錦,五,56,,D0129,
114,1,音樂學系,音樂三,音樂三,1507.0,BMU34701,奧福音樂教學法,,單,選,2.0,2.0,35.0,邱健凱,二,56,,D0130,
114,1,音樂學系,音樂三,音樂三,1508.0,BMU37601,爵士教材教法,,全,選,2.0,2.0,60.0,鐘凱傑,一,34,,D0108,
114,1,音樂學系,音樂三,音樂三,1509.0,BMU37801,現代記譜法,,單,必,2.0,2.0,15.0,羅珮尹,四,12,,D0108,
114,1,音樂學系,音樂三,音樂三,1510.0,BMU47603,音樂分析（二）,Ａ組１１２,全,必,2.0,2.0,35.0,林岑陵,四,78,,D0108,
114,1,音樂學系,音樂三,音樂三,1511.0,BMU47604,音樂分析（二）,Ｂ組１１２,全,必,2.0,2.0,35.0,嚴福榮,四,78,,D0107,
114,1,音樂學系,音樂三,音樂三,1512.0,BMU49201,鋼琴調律修復與演奏（一）,,單,選,2.0,2.0,20.0,劉嘉哲,一,56,,D0107,
114,1,音樂學系,音樂三,音樂三,1514.0,BMU49401,數位音樂與流行音樂應用,,全,選,2.0,2.0,60.0,陳哲聖,三,56,,D0107,
114,1,音樂學系,音樂三,音樂三,1515.0,BMU51001,鋼琴教授法,,全,必,2.0,2.0,20.0,陳璟岳,二,56,,D0129,
114,1,音樂學系,音樂三,音樂三,1516.0,BMUB5301,合唱指揮法,,全,選,2.0,2.0,60.0,林舉嫻,三,78,,D0130,
114,1,音樂學系,音樂三,音樂三,946.0,BSP183A1,職涯錨定,Ａ１組音,單,必,1.0,1.0,70.0,張嘉惠,五,12,單,B708,
114,1,音樂學系,音樂三,音樂三,971.0,BSP184A1,人工智慧跨域應用,Ａ１組音,單,必,1.0,1.0,70.0,王正一,五,12,雙,244,遠距教學
114,1,音樂學系,音樂四,音樂四,1517.0,BMU25901,台灣音樂史,,單,選,2.0,2.0,60.0,簡巧珍,五,34,,D0202,
114,1,音樂學系,音樂四,音樂四,1491.0,BMU40701,弦樂作品研究,,全,必,2.0,2.0,60.0,張  群,二,12,,D0108,
114,1,音樂學系,音樂四,音樂四,1518.0,BMU42901,指揮法,,全,必,1.0,2.0,60.0,林善理,五,34,,D0130,
114,1,音樂學系,音樂四,音樂四,1519.0,BMU43501,音樂治療導論,,單,選,2.0,2.0,60.0,章  華,二,12,,D0130,
114,1,音樂學系,音樂四,音樂四,1520.0,BMU43701,基礎爵士音樂,,全,選,2.0,2.0,60.0,鐘凱傑,四,34,,D0108,
114,1,音樂學系,音樂四,音樂四,1492.0,BMU43801,管樂作品研究,,全,必,2.0,2.0,60.0,曾素玲,二,56,,D0108,
114,1,音樂學系,音樂四,音樂四,1493.0,BMU43901,鋼琴作品研究,全英語授課,全,必,2.0,2.0,24.0,陳璟岳,五,56,,D0108,英語授課
114,1,音樂學系,音樂四,音樂四,1494.0,BMU44001,聲樂作品研究,,全,必,2.0,2.0,21.0,孫清吉,四,78,,D0129,
114,1,音樂學系,音樂四,音樂四,1522.0,BMU47601,音樂分析（二）,Ａ組１１１,全,必,2.0,2.0,35.0,羅珮尹,四,56,,D0108,
114,1,音樂學系,音樂四,音樂四,1523.0,BMU47602,音樂分析（二）,Ｂ組１１１,全,必,2.0,2.0,35.0,嚴福榮,四,56,,D0107,
114,1,音樂學系,音樂四,音樂四,1478.0,BMU47901,歌劇概論,,全,必,1.0,2.0,60.0,邱玉蘭,五,78,,D0202,
114,1,音樂學系,音樂四,音樂四,1524.0,BMUB5401,音樂心理學導論,,全,選,2.0,2.0,60.0,黃瓊慧,二,78,,D0415,
114,1,英文學系,英一Ａ,英一Ａ,,BDC995A1,通識課程（一）,通識一Ａ,全,必,2.0,2.0,,,二,12,,241,
114,1,英文學系,英一Ａ,英一Ａ,1723.0,BEN10201,西洋文學概論,,全,必,3.0,3.0,65.0,蔡佳瑾,一,789,,R0909,
114,1,英文學系,英一Ａ,英一Ａ,1724.0,BEN11501,英語會話（一）,Ａ組,全,必,2.0,2.0,30.0,艾倫達,四,56,,H108,英語授課
114,1,英文學系,英一Ａ,英一Ａ,1725.0,BEN11502,英語會話（一）,Ｂ組,全,必,2.0,2.0,30.0,林思果,二,56,,H106,英語授課
114,1,英文學系,英一Ａ,英一Ａ,1726.0,BEN13401,英美文學作品導讀,,全,必,2.0,2.0,74.0,侯淇齡,四,78,,B709,
114,1,英文學系,英一Ａ,英一Ａ,1727.0,BEN13801,英語發音,,單,選,2.0,2.0,35.0,魏美瑤,三,34,,R0202,英語授課
114,1,英文學系,英一Ａ,英一Ａ,1729.0,BEN14301,英文文法與寫作（一）,Ａ組,單,選,2.0,2.0,53.0,王毓芝,三,56,,H109,
