學年,學期,系所,班級,開課班級,選課編號,科目代碼,科目名稱,組別,學期_課程,修選別,學分數,時數,人數,授課教師,星期,節次,週別,教室,備註
114,1,中國文學系,中一Ａ,中一Ａ,988.0,BCN10101,文學概論,Ａ組,全,必,2.0,2.0,71.0,鹿憶鹿,三,34,,B710,
114,1,中國文學系,中一Ａ,中一Ａ,989.0,BCN10201,國學導讀,Ａ組,全,必,2.0,2.0,71.0,陳恆嵩,五,34,,D0731,
114,1,中國文學系,中一Ａ,中一Ａ,990.0,BCN11501,論語,,單,選,2.0,2.0,71.0,涂美雲,四,56,,D0618,
114,1,中國文學系,中一Ａ,中一Ａ,993.0,BCN46001,現代散文選讀及習作,,全,選,2.0,2.0,71.0,許蓓苓,二,56,,B710,
114,1,中國文學系,中一Ａ,中一Ａ,994.0,BCN47101,現代戲劇及習作,,全,選,2.0,2.0,71.0,侯淑娟,三,78,,D0634,
114,1,中國文學系,中一Ａ,中一Ａ,995.0,BCN47601,文學與電影,,單,選,2.0,2.0,72.0,鍾正道,四,78,,B405,
114,1,中國文學系,中一Ａ,中一Ａ,996.0,BCN49001,書法－楷書、行書,,單,選,2.0,2.0,71.0,吳啟禎,三,89,,D0401,
114,1,中國文學系,中一Ａ,中一Ａ,998.0,BCN49901,故事書寫,,單,選,2.0,2.0,65.0,許蓓苓,二,34,,B710,
114,1,中國文學系,中一Ａ,中一Ａ,999.0,BCN50901,蒙書選讀,,單,選,2.0,2.0,71.0,楊振良,二,56,,D0313,
114,1,中國文學系,中一Ａ,中一Ａ,1000.0,BCN52101,先秦兩漢文學史,Ａ組,單,必,2.0,2.0,71.0,陳慷玲,一,56,,D0634,
114,1,中國文學系,中一Ａ,中一Ａ,,BDC995B1,通識課程（一）,通識一Ｂ,全,必,2.0,2.0,,,五,12,,241,
114,1,中國文學系,中一Ａ,中一Ａ,986.0,BHS00401,真實世界的大問題探索,,單,選,2.0,2.0,80.0,張峰賓  林沛君  林盈翔  李孟蓉  劉育成,三,78,,D0418,
114,1,中國文學系,中一Ａ,中一Ａ,1002.0,BSP17101,國文,Ａ組,全,必,2.0,2.0,71.0,林盈翔,四,34,,D0731,
114,1,中國文學系,中一Ａ,中一Ａ,859.0,BSP18121,思維方法,２１組中Ａ,單,必,1.0,1.0,70.0,郭仲謙,一,78,單,D0313,
114,1,中國文學系,中一Ａ,中一Ａ,812.0,BSP18221,生命關懷,２１組中Ａ,單,必,1.0,1.0,70.0,陳昱安,一,78,雙,D0313,
114,1,中國文學系,中一Ａ,中一Ａ,,BSP92531,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,中國文學系,中一Ａ,中一Ａ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中一Ａ,中一Ａ,,BSP99711,體育,,單,必,0.0,2.0,,,,,,,
114,1,中國文學系,中一Ｂ,中一Ｂ,1003.0,BCN10102,文學概論,Ｂ組,全,必,2.0,2.0,104.0,鍾正道,五,34,,H203,
114,1,中國文學系,中一Ｂ,中一Ｂ,1004.0,BCN10202,國學導讀,Ｂ組,全,必,2.0,2.0,71.0,涂美雲,二,78,,D0618,
114,1,中國文學系,中一Ｂ,中一Ｂ,990.0,BCN11501,論語,,單,選,2.0,2.0,71.0,涂美雲,四,56,,D0618,
114,1,中國文學系,中一Ｂ,中一Ｂ,1005.0,BCN14302,現代文學史,Ｂ組,單,必,2.0,2.0,73.0,鹿憶鹿,一,34,,B407,
114,1,中國文學系,中一Ｂ,中一Ｂ,993.0,BCN46001,現代散文選讀及習作,,全,選,2.0,2.0,71.0,許蓓苓,二,56,,B710,
114,1,中國文學系,中一Ｂ,中一Ｂ,994.0,BCN47101,現代戲劇及習作,,全,選,2.0,2.0,71.0,侯淑娟,三,78,,D0634,
114,1,中國文學系,中一Ｂ,中一Ｂ,995.0,BCN47601,文學與電影,,單,選,2.0,2.0,72.0,鍾正道,四,78,,B405,
114,1,中國文學系,中一Ｂ,中一Ｂ,996.0,BCN49001,書法－楷書、行書,,單,選,2.0,2.0,71.0,吳啟禎,三,89,,D0401,
114,1,中國文學系,中一Ｂ,中一Ｂ,998.0,BCN49901,故事書寫,,單,選,2.0,2.0,65.0,許蓓苓,二,34,,B710,
114,1,中國文學系,中一Ｂ,中一Ｂ,999.0,BCN50901,蒙書選讀,,單,選,2.0,2.0,71.0,楊振良,二,56,,D0313,
114,1,中國文學系,中一Ｂ,中一Ｂ,1006.0,BCN52102,先秦兩漢文學史,Ｂ組,單,必,2.0,2.0,71.0,林伯謙,一,56,,D0731,
114,1,中國文學系,中一Ｂ,中一Ｂ,,BDC995B1,通識課程（一）,通識一Ｂ,全,必,2.0,2.0,,,五,12,,241,
114,1,中國文學系,中一Ｂ,中一Ｂ,986.0,BHS00401,真實世界的大問題探索,,單,選,2.0,2.0,80.0,張峰賓  林沛君  林盈翔  李孟蓉  劉育成,三,78,,D0418,
114,1,中國文學系,中一Ｂ,中一Ｂ,1008.0,BSP17103,國文,Ｂ組,全,必,2.0,2.0,71.0,叢培凱,四,34,,D0307,
114,1,中國文學系,中一Ｂ,中一Ｂ,860.0,BSP18122,思維方法,２２組中Ｂ,單,必,1.0,1.0,70.0,鄭合修,一,78,單,B407,
114,1,中國文學系,中一Ｂ,中一Ｂ,813.0,BSP18222,生命關懷,２２組中Ｂ,單,必,1.0,1.0,70.0,陳約叡,一,78,雙,B407,
114,1,中國文學系,中一Ｂ,中一Ｂ,,BSP92541,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,中國文學系,中一Ｂ,中一Ｂ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中一Ｂ,中一Ｂ,,BSP99711,體育,,單,必,0.0,2.0,,,,,,,
114,1,中國文學系,中一Ｃ,中一Ｃ,1009.0,BCN10103,文學概論,Ｃ組,全,必,2.0,2.0,71.0,謝靜國,五,34,,D0408,
114,1,中國文學系,中一Ｃ,中一Ｃ,1010.0,BCN10203,國學導讀,Ｃ組,全,必,2.0,2.0,76.0,林盈翔,四,12,,D0731,
114,1,中國文學系,中一Ｃ,中一Ｃ,990.0,BCN11501,論語,,單,選,2.0,2.0,71.0,涂美雲,四,56,,D0618,
114,1,中國文學系,中一Ｃ,中一Ｃ,993.0,BCN46001,現代散文選讀及習作,,全,選,2.0,2.0,71.0,許蓓苓,二,56,,B710,
114,1,中國文學系,中一Ｃ,中一Ｃ,994.0,BCN47101,現代戲劇及習作,,全,選,2.0,2.0,71.0,侯淑娟,三,78,,D0634,
114,1,中國文學系,中一Ｃ,中一Ｃ,995.0,BCN47601,文學與電影,,單,選,2.0,2.0,72.0,鍾正道,四,78,,B405,
114,1,中國文學系,中一Ｃ,中一Ｃ,996.0,BCN49001,書法－楷書、行書,,單,選,2.0,2.0,71.0,吳啟禎,三,89,,D0401,
114,1,中國文學系,中一Ｃ,中一Ｃ,998.0,BCN49901,故事書寫,,單,選,2.0,2.0,65.0,許蓓苓,二,34,,B710,
114,1,中國文學系,中一Ｃ,中一Ｃ,999.0,BCN50901,蒙書選讀,,單,選,2.0,2.0,71.0,楊振良,二,56,,D0313,
114,1,中國文學系,中一Ｃ,中一Ｃ,1012.0,BCN52103,先秦兩漢文學史,Ｃ組,單,必,2.0,2.0,71.0,林伯謙,二,78,,D0731,
114,1,中國文學系,中一Ｃ,中一Ｃ,,BDC995B1,通識課程（一）,通識一Ｂ,全,必,2.0,2.0,,,五,12,,241,
114,1,中國文學系,中一Ｃ,中一Ｃ,986.0,BHS00401,真實世界的大問題探索,,單,選,2.0,2.0,80.0,張峰賓  林沛君  林盈翔  李孟蓉  劉育成,三,78,,D0418,
114,1,中國文學系,中一Ｃ,中一Ｃ,1014.0,BSP17105,國文,Ｃ組,全,必,2.0,2.0,71.0,賴位政,四,34,,B408,
114,1,中國文學系,中一Ｃ,中一Ｃ,861.0,BSP18123,思維方法,２３組中Ｃ,單,必,1.0,1.0,70.0,郭仲謙,一,78,雙,D0309,
114,1,中國文學系,中一Ｃ,中一Ｃ,814.0,BSP18223,生命關懷,２３組中Ｃ,單,必,1.0,1.0,70.0,陳昱安,一,78,單,D0309,
114,1,中國文學系,中一Ｃ,中一Ｃ,,BSP92541,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,中國文學系,中一Ｃ,中一Ｃ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中一Ｃ,中一Ｃ,,BSP99711,體育,,單,必,0.0,2.0,,,,,,,
114,1,中國文學系,中二Ａ,中二Ａ,1015.0,BCN13301,電視新聞製作,,單,選,2.0,2.0,71.0,李宜軒,二,34,,B405,
114,1,中國文學系,中二Ａ,中二Ａ,1016.0,BCN14401,修辭學,,單,選,2.0,2.0,71.0,陳敬介,一,78,,D0634,
114,1,中國文學系,中二Ａ,中二Ａ,1017.0,BCN20401,詩選及習作,Ａ組,全,必,2.0,2.0,72.0,林宜陵,三,34,,D0731,
114,1,中國文學系,中二Ａ,中二Ａ,1018.0,BCN21101,史記,,全,選,2.0,2.0,71.0,陳恆嵩,四,56,,D0731,
114,1,中國文學系,中二Ａ,中二Ａ,1020.0,BCN22701,老子,,單,選,2.0,2.0,93.0,謝君讚,五,56,,B404,
114,1,中國文學系,中二Ａ,中二Ａ,1021.0,BCN23201,聊齋誌異,,單,選,2.0,2.0,71.0,賴信宏,五,34,,D0618,
114,1,中國文學系,中二Ａ,中二Ａ,1022.0,BCN24201,飲食文學,,單,選,2.0,2.0,60.0,謝靜國,四,56,,B407,
114,1,中國文學系,中二Ａ,中二Ａ,1027.0,BCN31201,左傳,,全,選,2.0,2.0,85.0,林盈翔,二,34,,B707,
114,1,中國文學系,中二Ａ,中二Ａ,1029.0,BCN46201,現代小說選讀及習作,,全,選,2.0,2.0,73.0,劉文淑,一,34,,D0418,
114,1,中國文學系,中二Ａ,中二Ａ,1034.0,BCN51901,文字學初階,Ａ組,單,必,2.0,2.0,74.0,陳逸文,四,12,,D0634,
114,1,中國文學系,中二Ａ,中二Ａ,1036.0,BCN52501,唐宋文學史,Ａ組,單,必,2.0,2.0,73.0,陳慷玲,二,56,,D0634,
114,1,中國文學系,中二Ａ,中二Ａ,1038.0,BCN52701,工具書檢索與利用,Ａ組,單,必,2.0,2.0,71.0,賴信宏,五,12,,D0618,
114,1,中國文學系,中二Ａ,中二Ａ,1040.0,BCN54401,歷代文選及習作,Ａ組,全,必,2.0,2.0,71.0,謝君讚,四,34,,B407,
114,1,中國文學系,中二Ａ,中二Ａ,,BDC99611,通識課程（二）,溪通識二,全,必,2.0,2.0,,,一,12,,251,
114,1,中國文學系,中二Ａ,中二Ａ,1525.0,BHS13401,影視編創－影像敘事,,單,選,2.0,2.0,60.0,謝靜國,五,56,,D0408,
114,1,中國文學系,中二Ａ,中二Ａ,1538.0,BHS16101,文化地景與媒體運用,,單,選,2.0,2.0,60.0,林盈翔,四,56,,D0407,
114,1,中國文學系,中二Ａ,中二Ａ,,BSP92711,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,中國文學系,中二Ａ,中二Ａ,,BSP92771,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,中國文學系,中二Ａ,中二Ａ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中二Ａ,中二Ａ,,BSP99711,體育,,單,必,0.0,2.0,,,,,,,
114,1,中國文學系,中二Ｂ,中二Ｂ,1015.0,BCN13301,電視新聞製作,,單,選,2.0,2.0,71.0,李宜軒,二,34,,B405,
114,1,中國文學系,中二Ｂ,中二Ｂ,1016.0,BCN14401,修辭學,,單,選,2.0,2.0,71.0,陳敬介,一,78,,D0634,
114,1,中國文學系,中二Ｂ,中二Ｂ,1042.0,BCN20402,詩選及習作,Ｂ組,全,必,2.0,2.0,71.0,賴位政,一,56,,D0633,
114,1,中國文學系,中二Ｂ,中二Ｂ,1018.0,BCN21101,史記,,全,選,2.0,2.0,71.0,陳恆嵩,四,56,,D0731,
114,1,中國文學系,中二Ｂ,中二Ｂ,1020.0,BCN22701,老子,,單,選,2.0,2.0,93.0,謝君讚,五,56,,B404,
114,1,中國文學系,中二Ｂ,中二Ｂ,1021.0,BCN23201,聊齋誌異,,單,選,2.0,2.0,71.0,賴信宏,五,34,,D0618,
114,1,中國文學系,中二Ｂ,中二Ｂ,1022.0,BCN24201,飲食文學,,單,選,2.0,2.0,60.0,謝靜國,四,56,,B407,
114,1,中國文學系,中二Ｂ,中二Ｂ,1027.0,BCN31201,左傳,,全,選,2.0,2.0,85.0,林盈翔,二,34,,B707,
114,1,中國文學系,中二Ｂ,中二Ｂ,1029.0,BCN46201,現代小說選讀及習作,,全,選,2.0,2.0,73.0,劉文淑,一,34,,D0418,
114,1,中國文學系,中二Ｂ,中二Ｂ,1043.0,BCN51902,文字學初階,Ｂ組,單,必,2.0,2.0,71.0,連蔚勤,四,12,,D0633,
114,1,中國文學系,中二Ｂ,中二Ｂ,1045.0,BCN52502,唐宋文學史,Ｂ組,單,必,2.0,2.0,71.0,侯淑娟,三,34,,D0633,
114,1,中國文學系,中二Ｂ,中二Ｂ,1047.0,BCN52702,工具書檢索與利用,Ｂ組,單,必,2.0,2.0,77.0,陳韋哲,二,56,,D0407,
114,1,中國文學系,中二Ｂ,中二Ｂ,1049.0,BCN54402,歷代文選及習作,Ｂ組,全,必,2.0,2.0,71.0,林盈翔,二,78,,B407,
114,1,中國文學系,中二Ｂ,中二Ｂ,,BDC99611,通識課程（二）,溪通識二,全,必,2.0,2.0,,,一,12,,251,
114,1,中國文學系,中二Ｂ,中二Ｂ,1525.0,BHS13401,影視編創－影像敘事,,單,選,2.0,2.0,60.0,謝靜國,五,56,,D0408,
114,1,中國文學系,中二Ｂ,中二Ｂ,1538.0,BHS16101,文化地景與媒體運用,,單,選,2.0,2.0,60.0,林盈翔,四,56,,D0407,
114,1,中國文學系,中二Ｂ,中二Ｂ,,BSP92721,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,中國文學系,中二Ｂ,中二Ｂ,,BSP92771,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,中國文學系,中二Ｂ,中二Ｂ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中二Ｂ,中二Ｂ,,BSP99711,體育,,單,必,0.0,2.0,,,,,,,
114,1,中國文學系,中二Ｃ,中二Ｃ,1015.0,BCN13301,電視新聞製作,,單,選,2.0,2.0,71.0,李宜軒,二,34,,B405,
114,1,中國文學系,中二Ｃ,中二Ｃ,1016.0,BCN14401,修辭學,,單,選,2.0,2.0,71.0,陳敬介,一,78,,D0634,
114,1,中國文學系,中二Ｃ,中二Ｃ,1050.0,BCN20403,詩選及習作,Ｃ組,全,必,2.0,2.0,72.0,林宜陵,三,12,,D0731,
114,1,中國文學系,中二Ｃ,中二Ｃ,1018.0,BCN21101,史記,,全,選,2.0,2.0,71.0,陳恆嵩,四,56,,D0731,
114,1,中國文學系,中二Ｃ,中二Ｃ,1020.0,BCN22701,老子,,單,選,2.0,2.0,93.0,謝君讚,五,56,,B404,
114,1,中國文學系,中二Ｃ,中二Ｃ,1021.0,BCN23201,聊齋誌異,,單,選,2.0,2.0,71.0,賴信宏,五,34,,D0618,
114,1,中國文學系,中二Ｃ,中二Ｃ,1022.0,BCN24201,飲食文學,,單,選,2.0,2.0,60.0,謝靜國,四,56,,B407,
114,1,中國文學系,中二Ｃ,中二Ｃ,1027.0,BCN31201,左傳,,全,選,2.0,2.0,85.0,林盈翔,二,34,,B707,
114,1,中國文學系,中二Ｃ,中二Ｃ,1029.0,BCN46201,現代小說選讀及習作,,全,選,2.0,2.0,73.0,劉文淑,一,34,,D0418,
114,1,中國文學系,中二Ｃ,中二Ｃ,1051.0,BCN51903,文字學初階,Ｃ組,單,必,2.0,2.0,73.0,陳逸文,四,34,,D0634,
114,1,中國文學系,中二Ｃ,中二Ｃ,1053.0,BCN52503,唐宋文學史,Ｃ組,單,必,2.0,2.0,71.0,鹿憶鹿,一,56,,D0618,
114,1,中國文學系,中二Ｃ,中二Ｃ,1055.0,BCN52703,工具書檢索與利用,Ｃ組,單,必,2.0,2.0,71.0,陳恆嵩,二,56,,D0731,
114,1,中國文學系,中二Ｃ,中二Ｃ,1057.0,BCN54403,歷代文選及習作,Ｃ組,全,必,2.0,2.0,71.0,賴位政,五,12,,D0634,
114,1,中國文學系,中二Ｃ,中二Ｃ,,BDC99611,通識課程（二）,溪通識二,全,必,2.0,2.0,,,一,12,,251,
114,1,中國文學系,中二Ｃ,中二Ｃ,1525.0,BHS13401,影視編創－影像敘事,,單,選,2.0,2.0,60.0,謝靜國,五,56,,D0408,
114,1,中國文學系,中二Ｃ,中二Ｃ,1538.0,BHS16101,文化地景與媒體運用,,單,選,2.0,2.0,60.0,林盈翔,四,56,,D0407,
114,1,中國文學系,中二Ｃ,中二Ｃ,,BSP92751,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,中國文學系,中二Ｃ,中二Ｃ,,BSP92771,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,中國文學系,中二Ｃ,中二Ｃ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中二Ｃ,中二Ｃ,,BSP99711,體育,,單,必,0.0,2.0,,,,,,,
114,1,中國文學系,中三Ａ,中三Ａ,1059.0,BCN15101,華人生活美學與習作,,全,選,2.0,2.0,61.0,陳逸文,二,56,,D0401,
114,1,中國文學系,中三Ａ,中三Ａ,1061.0,BCN30701,詞選及習作,Ａ組,全,必,2.0,2.0,71.0,陳慷玲,三,34,,D0634,
114,1,中國文學系,中三Ａ,中三Ａ,1062.0,BCN30801,曲選及習作,Ａ組,全,必,2.0,2.0,71.0,侯淑娟,四,34,,D0633,
114,1,中國文學系,中三Ａ,中三Ａ,1063.0,BCN31401,詩經,,全,選,2.0,2.0,71.0,劉玉國,五,34,,D0301,
114,1,中國文學系,中三Ａ,中三Ａ,1065.0,BCN35701,六朝志怪小說,,單,選,2.0,2.0,71.0,鹿憶鹿,二,78,,D0402,
114,1,中國文學系,中三Ａ,中三Ａ,1067.0,BCN36601,紅樓夢的哲學思想,,單,選,2.0,2.0,75.0,謝君讚,五,78,,B407,
114,1,中國文學系,中三Ａ,中三Ａ,1069.0,BCN37501,韓柳文,,單,選,2.0,2.0,71.0,鄭宇辰,一,56,,D0308,
114,1,中國文學系,中三Ａ,中三Ａ,1071.0,BCN40201,中國思想史,Ａ組,全,必,3.0,3.0,71.0,涂美雲,四,789,,D0618,
114,1,中國文學系,中三Ａ,中三Ａ,1073.0,BCN52401,中古音,Ａ組,單,必,2.0,2.0,71.0,林怡岑,四,56,,D0418,
114,1,中國文學系,中三Ａ,中三Ａ,1075.0,BCN55001,昭明文選,,單,選,2.0,2.0,71.0,林伯謙,一,78,,D0731,
114,1,中國文學系,中三Ａ,中三Ａ,1078.0,BCN59701,著作權與學術倫理,,單,選,2.0,2.0,71.0,陸義淋,一,78,,B710,
114,1,中國文學系,中三Ａ,中三Ａ,,BDC99711,通識課程（三）,溪通識三,全,必,2.0,2.0,,,一,34,,241,
114,1,中國文學系,中三Ａ,中三Ａ,907.0,BSP18321,職涯錨定,２１組中Ａ,單,必,1.0,1.0,70.0,周守恩,三,12,單,D0407,
114,1,中國文學系,中三Ａ,中三Ａ,953.0,BSP18421,人工智慧跨域應用,２１組中,單,必,1.0,1.0,140.0,呂一淳,三,12,雙,244,遠距教學
114,1,中國文學系,中三Ａ,中三Ａ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中三Ｂ,中三Ｂ,1059.0,BCN15101,華人生活美學與習作,,全,選,2.0,2.0,61.0,陳逸文,二,56,,D0401,
114,1,中國文學系,中三Ｂ,中三Ｂ,1079.0,BCN30702,詞選及習作,Ｂ組,全,必,2.0,2.0,71.0,陳慷玲,二,34,,D0634,
114,1,中國文學系,中三Ｂ,中三Ｂ,1080.0,BCN30802,曲選及習作,Ｂ組,全,必,2.0,2.0,71.0,侯淑娟,四,56,,D0634,
114,1,中國文學系,中三Ｂ,中三Ｂ,1063.0,BCN31401,詩經,,全,選,2.0,2.0,71.0,劉玉國,五,34,,D0301,
114,1,中國文學系,中三Ｂ,中三Ｂ,1065.0,BCN35701,六朝志怪小說,,單,選,2.0,2.0,71.0,鹿憶鹿,二,78,,D0402,
114,1,中國文學系,中三Ｂ,中三Ｂ,1067.0,BCN36601,紅樓夢的哲學思想,,單,選,2.0,2.0,75.0,謝君讚,五,78,,B407,
114,1,中國文學系,中三Ｂ,中三Ｂ,1069.0,BCN37501,韓柳文,,單,選,2.0,2.0,71.0,鄭宇辰,一,56,,D0308,
114,1,中國文學系,中三Ｂ,中三Ｂ,1081.0,BCN40202,中國思想史,Ｂ組,全,必,3.0,3.0,71.0,謝君讚,四,789,,D0731,
114,1,中國文學系,中三Ｂ,中三Ｂ,1083.0,BCN52402,中古音,Ｂ組,單,必,2.0,2.0,71.0,叢培凱,三,78,,D0633,
114,1,中國文學系,中三Ｂ,中三Ｂ,1075.0,BCN55001,昭明文選,,單,選,2.0,2.0,71.0,林伯謙,一,78,,D0731,
114,1,中國文學系,中三Ｂ,中三Ｂ,1078.0,BCN59701,著作權與學術倫理,,單,選,2.0,2.0,71.0,陸義淋,一,78,,B710,
114,1,中國文學系,中三Ｂ,中三Ｂ,,BDC99711,通識課程（三）,溪通識三,全,必,2.0,2.0,,,一,34,,241,
114,1,中國文學系,中三Ｂ,中三Ｂ,908.0,BSP18322,職涯錨定,２２組中Ｂ,單,必,1.0,1.0,70.0,張嘉惠,三,12,單,B405,
114,1,中國文學系,中三Ｂ,中三Ｂ,953.0,BSP18421,人工智慧跨域應用,２１組中,單,必,1.0,1.0,140.0,呂一淳,三,12,雙,244,遠距教學
114,1,中國文學系,中三Ｂ,中三Ｂ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中三Ｃ,中三Ｃ,1059.0,BCN15101,華人生活美學與習作,,全,選,2.0,2.0,61.0,陳逸文,二,56,,D0401,
114,1,中國文學系,中三Ｃ,中三Ｃ,1084.0,BCN30703,詞選及習作,Ｃ組,全,必,2.0,2.0,71.0,柯秉芳,二,34,,D0731,
114,1,中國文學系,中三Ｃ,中三Ｃ,1085.0,BCN30803,曲選及習作,Ｃ組,全,必,2.0,2.0,71.0,陳翔羚,五,12,,D0633,
114,1,中國文學系,中三Ｃ,中三Ｃ,1063.0,BCN31401,詩經,,全,選,2.0,2.0,71.0,劉玉國,五,34,,D0301,
114,1,中國文學系,中三Ｃ,中三Ｃ,1065.0,BCN35701,六朝志怪小說,,單,選,2.0,2.0,71.0,鹿憶鹿,二,78,,D0402,
114,1,中國文學系,中三Ｃ,中三Ｃ,1067.0,BCN36601,紅樓夢的哲學思想,,單,選,2.0,2.0,75.0,謝君讚,五,78,,B407,
114,1,中國文學系,中三Ｃ,中三Ｃ,1069.0,BCN37501,韓柳文,,單,選,2.0,2.0,71.0,鄭宇辰,一,56,,D0308,
114,1,中國文學系,中三Ｃ,中三Ｃ,1086.0,BCN40203,中國思想史,Ｃ組,全,必,3.0,3.0,71.0,涂美雲,三,789,,D0618,
114,1,中國文學系,中三Ｃ,中三Ｃ,1088.0,BCN52403,中古音,Ｃ組,單,必,2.0,2.0,71.0,叢培凱,四,56,,D0633,
114,1,中國文學系,中三Ｃ,中三Ｃ,1075.0,BCN55001,昭明文選,,單,選,2.0,2.0,71.0,林伯謙,一,78,,D0731,
114,1,中國文學系,中三Ｃ,中三Ｃ,1078.0,BCN59701,著作權與學術倫理,,單,選,2.0,2.0,71.0,陸義淋,一,78,,B710,
114,1,中國文學系,中三Ｃ,中三Ｃ,,BDC99711,通識課程（三）,溪通識三,全,必,2.0,2.0,,,一,34,,241,
114,1,中國文學系,中三Ｃ,中三Ｃ,909.0,BSP18323,職涯錨定,２３組中Ｃ,單,必,1.0,1.0,70.0,周守恩,三,12,雙,D0407,
114,1,中國文學系,中三Ｃ,中三Ｃ,954.0,BSP18423,人工智慧跨域應用,２３組中英,單,必,1.0,1.0,140.0,王正一,三,12,單,244,遠距教學
114,1,中國文學系,中三Ｃ,中三Ｃ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中四Ａ,中四Ａ,1091.0,BCN25601,中國醫藥與生活,,單,選,2.0,2.0,71.0,呂文智,三,78,,B708,
114,1,中國文學系,中四Ａ,中四Ａ,1092.0,BCN25701,影視評論與寫作,,單,選,2.0,2.0,71.0,劉易穎,二,56,,D0417,
114,1,中國文學系,中四Ａ,中四Ａ,1094.0,BCN31101,周易,,全,選,2.0,2.0,71.0,李鴻儒,三,78,,B408,
114,1,中國文學系,中四Ａ,中四Ａ,1095.0,BCN34301,墨子,,單,選,2.0,2.0,71.0,謝成豪,四,34,,D0308,
114,1,中國文學系,中四Ａ,中四Ａ,1096.0,BCN40101,訓詁學,Ａ組,全,必,2.0,2.0,71.0,劉玉國,五,78,,D0634,
114,1,中國文學系,中四Ａ,中四Ａ,1097.0,BCN42901,應用文及習作,重補修班,全,必,2.0,2.0,71.0,杜承書,五,56,,B607,
114,1,中國文學系,中四Ａ,中四Ａ,1099.0,BCN47401,古典文學批評,,全,選,2.0,2.0,71.0,周  全,五,34,,D0633,
114,1,中國文學系,中四Ａ,中四Ａ,1100.0,BCN50501,魏晉玄學,,單,選,2.0,2.0,71.0,涂美雲,二,56,,D0618,
114,1,中國文學系,中四Ａ,中四Ａ,1104.0,BCN53101,東坡詞選,,單,選,2.0,2.0,71.0,陳慷玲,一,34,,D0634,
114,1,中國文學系,中四Ａ,中四Ａ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中四Ｂ,中四Ｂ,1091.0,BCN25601,中國醫藥與生活,,單,選,2.0,2.0,71.0,呂文智,三,78,,B708,
114,1,中國文學系,中四Ｂ,中四Ｂ,1092.0,BCN25701,影視評論與寫作,,單,選,2.0,2.0,71.0,劉易穎,二,56,,D0417,
114,1,中國文學系,中四Ｂ,中四Ｂ,1094.0,BCN31101,周易,,全,選,2.0,2.0,71.0,李鴻儒,三,78,,B408,
114,1,中國文學系,中四Ｂ,中四Ｂ,1095.0,BCN34301,墨子,,單,選,2.0,2.0,71.0,謝成豪,四,34,,D0308,
114,1,中國文學系,中四Ｂ,中四Ｂ,1107.0,BCN40102,訓詁學,Ｂ組,全,必,2.0,2.0,71.0,叢培凱,二,78,,B405,
114,1,中國文學系,中四Ｂ,中四Ｂ,1097.0,BCN42901,應用文及習作,重補修班,全,必,2.0,2.0,71.0,杜承書,五,56,,B607,
114,1,中國文學系,中四Ｂ,中四Ｂ,1099.0,BCN47401,古典文學批評,,全,選,2.0,2.0,71.0,周  全,五,34,,D0633,
114,1,中國文學系,中四Ｂ,中四Ｂ,1100.0,BCN50501,魏晉玄學,,單,選,2.0,2.0,71.0,涂美雲,二,56,,D0618,
114,1,中國文學系,中四Ｂ,中四Ｂ,1104.0,BCN53101,東坡詞選,,單,選,2.0,2.0,71.0,陳慷玲,一,34,,D0634,
114,1,中國文學系,中四Ｂ,中四Ｂ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,中國文學系,中四Ｃ,中四Ｃ,1091.0,BCN25601,中國醫藥與生活,,單,選,2.0,2.0,71.0,呂文智,三,78,,B708,
114,1,中國文學系,中四Ｃ,中四Ｃ,1092.0,BCN25701,影視評論與寫作,,單,選,2.0,2.0,71.0,劉易穎,二,56,,D0417,
114,1,中國文學系,中四Ｃ,中四Ｃ,1094.0,BCN31101,周易,,全,選,2.0,2.0,71.0,李鴻儒,三,78,,B408,
